measurement_type,datetimems,measurement
ECG,1405436380082,504
ECG,1405436380086,504
ECG,1405436380090,504
ECG,1405436380094,504
ECG,1405436380098,505
ECG,1405436380102,505
ECG,1405436380106,505
ECG,1405436380110,505
ECG,1405436380114,505
ECG,1405436380118,505
ECG,1405436380122,505
ECG,1405436380126,505
ECG,1405436380130,506
ECG,1405436380134,506
ECG,1405436380138,507
ECG,1405436380142,507
ECG,1405436380146,507
ECG,1405436380150,507
ECG,1405436380154,507
ECG,1405436380158,508
ECG,1405436380162,508
ECG,1405436380166,508
ECG,1405436380170,509
ECG,1405436380174,509
ECG,1405436380184,509
ECG,1405436380188,509
ECG,1405436380192,509
ECG,1405436380196,509
ECG,1405436380200,508
ECG,1405436380204,508
ECG,1405436380208,508
ECG,1405436380212,507
ECG,1405436380216,507
ECG,1405436380220,506
ECG,1405436380224,506
ECG,1405436380228,506
ECG,1405436380232,506
ECG,1405436380236,506
ECG,1405436380240,506
ECG,1405436380244,506
ECG,1405436380248,505
ECG,1405436380252,505
ECG,1405436380256,505
ECG,1405436380260,505
ECG,1405436380264,505
ECG,1405436380268,505
ECG,1405436380272,506
ECG,1405436380276,506
ECG,1405436380280,506
ECG,1405436380284,506
ECG,1405436380288,505
ECG,1405436380292,505
ECG,1405436380296,505
ECG,1405436380300,505
ECG,1405436380304,505
ECG,1405436380308,503
ECG,1405436380312,501
ECG,1405436380316,499
ECG,1405436380320,499
ECG,1405436380324,503
ECG,1405436380328,509
ECG,1405436380332,519
ECG,1405436380336,531
ECG,1405436380340,544
ECG,1405436380344,553
ECG,1405436380348,555
ECG,1405436380352,547
ECG,1405436380356,532
ECG,1405436380360,514
ECG,1405436380364,501
ECG,1405436380368,495
ECG,1405436380372,497
ECG,1405436380376,501
ECG,1405436380380,505
ECG,1405436380384,505
ECG,1405436380388,504
ECG,1405436380392,504
ECG,1405436380396,504
ECG,1405436380400,505
ECG,1405436380404,505
ECG,1405436380408,505
ECG,1405436380412,506
ECG,1405436380416,505
ECG,1405436380420,505
ECG,1405436380424,505
ECG,1405436380428,505
ECG,1405436380432,506
ECG,1405436380447,506
ECG,1405436380451,507
ECG,1405436380455,507
ECG,1405436380459,507
ECG,1405436380463,508
ECG,1405436380467,508
ECG,1405436380471,508
ECG,1405436380475,508
ECG,1405436380479,508
ECG,1405436380483,508
ECG,1405436380487,509
ECG,1405436380491,509
ECG,1405436380495,509
ECG,1405436380499,510
ECG,1405436380503,510
ECG,1405436380507,510
ECG,1405436380511,510
ECG,1405436380515,511
ECG,1405436380519,512
ECG,1405436380523,513
ECG,1405436380527,514
ECG,1405436380531,515
ECG,1405436380535,515
ECG,1405436380539,516
ECG,1405436380543,516
ECG,1405436380547,516
ECG,1405436380551,516
ECG,1405436380555,517
ECG,1405436380559,518
ECG,1405436380563,519
ECG,1405436380567,519
ECG,1405436380571,520
ECG,1405436380575,520
ECG,1405436380579,520
ECG,1405436380583,520
ECG,1405436380587,520
ECG,1405436380591,520
ECG,1405436380595,520
ECG,1405436380599,519
ECG,1405436380603,519
ECG,1405436380607,518
ECG,1405436380611,517
ECG,1405436380615,516
ECG,1405436380619,515
ECG,1405436380623,514
ECG,1405436380627,513
ECG,1405436380631,512
ECG,1405436380635,511
ECG,1405436380639,510
ECG,1405436380643,509
ECG,1405436380647,509
ECG,1405436380651,508
ECG,1405436380655,507
ECG,1405436380659,507
ECG,1405436380663,506
ECG,1405436380667,506
ECG,1405436380671,506
ECG,1405436380675,506
ECG,1405436380679,506
ECG,1405436380683,506
ECG,1405436380687,505
ECG,1405436380691,506
ECG,1405436380695,506
ECG,1405436380688,506
ECG,1405436380692,507
ECG,1405436380696,507
ECG,1405436380700,507
ECG,1405436380704,508
ECG,1405436380708,507
ECG,1405436380712,507
ECG,1405436380716,507
ECG,1405436380720,507
ECG,1405436380724,507
ECG,1405436380728,507
ECG,1405436380732,507
ECG,1405436380736,507
ECG,1405436380740,507
ECG,1405436380744,507
ECG,1405436380748,507
ECG,1405436380752,507
ECG,1405436380756,507
ECG,1405436380760,507
ECG,1405436380764,507
ECG,1405436380768,507
ECG,1405436380772,507
ECG,1405436380776,507
ECG,1405436380780,507
ECG,1405436380784,507
ECG,1405436380788,507
ECG,1405436380792,506
ECG,1405436380796,506
ECG,1405436380800,505
ECG,1405436380804,505
ECG,1405436380808,505
ECG,1405436380812,506
ECG,1405436380816,506
ECG,1405436380820,506
ECG,1405436380824,506
ECG,1405436380828,505
ECG,1405436380832,505
ECG,1405436380836,505
ECG,1405436380840,505
ECG,1405436380844,504
ECG,1405436380848,504
ECG,1405436380852,503
ECG,1405436380856,503
ECG,1405436380860,503
ECG,1405436380864,503
ECG,1405436380868,503
ECG,1405436380872,503
ECG,1405436380876,504
ECG,1405436380880,504
ECG,1405436380884,504
ECG,1405436380888,504
ECG,1405436380892,504
ECG,1405436380896,504
ECG,1405436380900,504
ECG,1405436380904,504
ECG,1405436380908,504
ECG,1405436380912,504
ECG,1405436380916,504
ECG,1405436380920,504
ECG,1405436380924,505
ECG,1405436380928,505
ECG,1405436380932,505
ECG,1405436380936,504
ECG,1405436380947,504
ECG,1405436380951,504
ECG,1405436380955,504
ECG,1405436380959,505
ECG,1405436380963,506
ECG,1405436380967,507
ECG,1405436380971,507
ECG,1405436380975,508
ECG,1405436380979,507
ECG,1405436380983,508
ECG,1405436380987,508
ECG,1405436380991,508
ECG,1405436380995,509
ECG,1405436380999,509
ECG,1405436381003,509
ECG,1405436381007,509
ECG,1405436381011,508
ECG,1405436381015,508
ECG,1405436381019,508
ECG,1405436381023,507
ECG,1405436381027,507
ECG,1405436381031,507
ECG,1405436381035,507
ECG,1405436381039,507
ECG,1405436381043,506
ECG,1405436381047,506
ECG,1405436381051,506
ECG,1405436381055,505
ECG,1405436381059,505
ECG,1405436381063,505
ECG,1405436381067,505
ECG,1405436381071,505
ECG,1405436381075,505
ECG,1405436381079,506
ECG,1405436381083,506
ECG,1405436381087,506
ECG,1405436381091,506
ECG,1405436381095,506
ECG,1405436381099,505
ECG,1405436381103,505
ECG,1405436381107,505
ECG,1405436381111,505
ECG,1405436381115,506
ECG,1405436381119,506
ECG,1405436381123,505
ECG,1405436381127,504
ECG,1405436381131,502
ECG,1405436381135,500
ECG,1405436381139,500
ECG,1405436381143,503
ECG,1405436381147,508
ECG,1405436381151,516
ECG,1405436381155,527
ECG,1405436381159,539
ECG,1405436381163,550
ECG,1405436381167,555
ECG,1405436381171,551
ECG,1405436381175,537
ECG,1405436381179,520
ECG,1405436381183,505
ECG,1405436381187,497
ECG,1405436381191,497
ECG,1405436381195,501
ECG,1405436381206,505
ECG,1405436381210,506
ECG,1405436381214,506
ECG,1405436381218,505
ECG,1405436381222,505
ECG,1405436381226,506
ECG,1405436381230,506
ECG,1405436381234,506
ECG,1405436381238,506
ECG,1405436381242,506
ECG,1405436381246,506
ECG,1405436381250,507
ECG,1405436381254,507
ECG,1405436381258,507
ECG,1405436381262,507
ECG,1405436381266,507
ECG,1405436381270,507
ECG,1405436381274,508
ECG,1405436381278,508
ECG,1405436381282,508
ECG,1405436381286,509
ECG,1405436381290,508
ECG,1405436381294,508
ECG,1405436381298,508
ECG,1405436381302,509
ECG,1405436381306,509
ECG,1405436381310,510
ECG,1405436381314,511
ECG,1405436381318,512
ECG,1405436381322,512
ECG,1405436381326,512
ECG,1405436381330,512
ECG,1405436381334,512
ECG,1405436381338,513
ECG,1405436381342,514
ECG,1405436381346,515
ECG,1405436381350,515
ECG,1405436381354,516
ECG,1405436381358,516
ECG,1405436381362,517
ECG,1405436381366,518
ECG,1405436381370,518
ECG,1405436381374,519
ECG,1405436381378,519
ECG,1405436381382,519
ECG,1405436381386,520
ECG,1405436381390,520
ECG,1405436381394,520
ECG,1405436381398,521
ECG,1405436381402,520
ECG,1405436381406,520
ECG,1405436381410,520
ECG,1405436381414,520
ECG,1405436381418,519
ECG,1405436381422,519
ECG,1405436381426,518
ECG,1405436381430,517
ECG,1405436381434,516
ECG,1405436381438,514
ECG,1405436381442,513
ECG,1405436381446,512
ECG,1405436381450,510
ECG,1405436381454,509
ECG,1405436381432,509
ECG,1405436381436,508
ECG,1405436381440,508
ECG,1405436381444,507
ECG,1405436381448,507
ECG,1405436381452,506
ECG,1405436381456,506
ECG,1405436381460,506
ECG,1405436381464,505
ECG,1405436381468,505
ECG,1405436381472,505
ECG,1405436381476,505
ECG,1405436381480,506
ECG,1405436381484,506
ECG,1405436381488,506
ECG,1405436381492,506
ECG,1405436381496,506
ECG,1405436381500,506
ECG,1405436381504,506
ECG,1405436381508,506
ECG,1405436381512,506
ECG,1405436381516,507
ECG,1405436381520,507
ECG,1405436381524,507
ECG,1405436381528,507
ECG,1405436381532,507
ECG,1405436381536,507
ECG,1405436381540,507
ECG,1405436381544,507
ECG,1405436381548,506
ECG,1405436381552,506
ECG,1405436381556,506
ECG,1405436381560,506
ECG,1405436381564,506
ECG,1405436381568,507
ECG,1405436381572,507
ECG,1405436381576,507
ECG,1405436381580,506
ECG,1405436381584,506
ECG,1405436381588,506
ECG,1405436381592,506
ECG,1405436381596,506
ECG,1405436381600,506
ECG,1405436381604,506
ECG,1405436381608,506
ECG,1405436381612,506
ECG,1405436381616,506
ECG,1405436381620,506
ECG,1405436381624,506
ECG,1405436381628,506
ECG,1405436381632,507
ECG,1405436381636,507
ECG,1405436381640,506
ECG,1405436381644,506
ECG,1405436381648,506
ECG,1405436381652,506
ECG,1405436381656,506
ECG,1405436381660,506
ECG,1405436381664,506
ECG,1405436381668,506
ECG,1405436381672,506
ECG,1405436381676,506
ECG,1405436381680,506
ECG,1405436381688,506
ECG,1405436381692,506
ECG,1405436381696,506
ECG,1405436381700,506
ECG,1405436381704,506
ECG,1405436381708,506
ECG,1405436381712,506
ECG,1405436381716,507
ECG,1405436381720,507
ECG,1405436381724,507
ECG,1405436381728,507
ECG,1405436381732,507
ECG,1405436381736,507
ECG,1405436381740,507
ECG,1405436381744,507
ECG,1405436381748,507
ECG,1405436381752,507
ECG,1405436381756,506
ECG,1405436381760,506
ECG,1405436381764,506
ECG,1405436381768,506
ECG,1405436381772,507
ECG,1405436381776,508
ECG,1405436381780,508
ECG,1405436381784,508
ECG,1405436381788,508
ECG,1405436381792,508
ECG,1405436381796,509
ECG,1405436381800,509
ECG,1405436381804,509
ECG,1405436381808,510
ECG,1405436381812,510
ECG,1405436381816,510
ECG,1405436381820,511
ECG,1405436381824,511
ECG,1405436381828,511
ECG,1405436381832,510
ECG,1405436381836,510
ECG,1405436381840,509
ECG,1405436381844,509
ECG,1405436381848,509
ECG,1405436381852,508
ECG,1405436381856,508
ECG,1405436381860,507
ECG,1405436381864,507
ECG,1405436381868,507
ECG,1405436381872,506
ECG,1405436381876,507
ECG,1405436381880,506
ECG,1405436381884,506
ECG,1405436381888,506
ECG,1405436381892,506
ECG,1405436381896,507
ECG,1405436381900,507
ECG,1405436381904,507
ECG,1405436381908,507
ECG,1405436381912,507
ECG,1405436381916,507
ECG,1405436381920,507
ECG,1405436381924,506
ECG,1405436381928,506
ECG,1405436381932,506
ECG,1405436381936,507
ECG,1405436381947,507
ECG,1405436381951,507
ECG,1405436381955,507
ECG,1405436381959,505
ECG,1405436381963,504
ECG,1405436381967,503
ECG,1405436381971,504
ECG,1405436381975,508
ECG,1405436381979,514
ECG,1405436381983,524
ECG,1405436381987,537
ECG,1405436381991,549
ECG,1405436381995,556
ECG,1405436381999,554
ECG,1405436382003,543
ECG,1405436382007,527
ECG,1405436382011,511
ECG,1405436382015,501
ECG,1405436382019,499
ECG,1405436382023,502
ECG,1405436382027,506
ECG,1405436382031,508
ECG,1405436382035,507
ECG,1405436382039,506
ECG,1405436382043,505
ECG,1405436382047,505
ECG,1405436382051,506
ECG,1405436382055,506
ECG,1405436382059,507
ECG,1405436382063,507
ECG,1405436382067,508
ECG,1405436382071,508
ECG,1405436382075,507
ECG,1405436382079,507
ECG,1405436382083,507
ECG,1405436382087,507
ECG,1405436382091,508
ECG,1405436382095,508
ECG,1405436382099,508
ECG,1405436382103,508
ECG,1405436382107,509
ECG,1405436382111,509
ECG,1405436382115,510
ECG,1405436382119,510
ECG,1405436382123,510
ECG,1405436382127,510
ECG,1405436382131,510
ECG,1405436382135,510
ECG,1405436382139,510
ECG,1405436382143,510
ECG,1405436382147,511
ECG,1405436382151,511
ECG,1405436382155,512
ECG,1405436382159,512
ECG,1405436382163,513
ECG,1405436382167,513
ECG,1405436382171,514
ECG,1405436382175,514
ECG,1405436382179,515
ECG,1405436382183,515
ECG,1405436382187,516
ECG,1405436382191,517
ECG,1405436382195,518
ECG,1405436382204,518
ECG,1405436382208,519
ECG,1405436382212,519
ECG,1405436382216,519
ECG,1405436382220,519
ECG,1405436382224,519
ECG,1405436382228,519
ECG,1405436382232,519
ECG,1405436382236,519
ECG,1405436382240,518
ECG,1405436382244,518
ECG,1405436382248,518
ECG,1405436382252,518
ECG,1405436382256,517
ECG,1405436382260,516
ECG,1405436382264,515
ECG,1405436382268,514
ECG,1405436382272,512
ECG,1405436382276,511
ECG,1405436382280,510
ECG,1405436382284,509
ECG,1405436382288,508
ECG,1405436382292,508
ECG,1405436382296,507
ECG,1405436382300,507
ECG,1405436382304,506
ECG,1405436382308,506
ECG,1405436382312,506
ECG,1405436382316,505
ECG,1405436382320,506
ECG,1405436382324,506
ECG,1405436382328,506
ECG,1405436382332,506
ECG,1405436382336,506
ECG,1405436382340,506
ECG,1405436382344,506
ECG,1405436382348,506
ECG,1405436382352,505
ECG,1405436382356,505
ECG,1405436382360,506
ECG,1405436382364,506
ECG,1405436382368,506
ECG,1405436382372,506
ECG,1405436382376,506
ECG,1405436382380,506
ECG,1405436382384,506
ECG,1405436382388,506
ECG,1405436382392,506
ECG,1405436382396,506
ECG,1405436382400,506
ECG,1405436382404,506
ECG,1405436382408,506
ECG,1405436382412,506
ECG,1405436382416,506
ECG,1405436382420,506
ECG,1405436382424,506
ECG,1405436382428,506
ECG,1405436382432,505
ECG,1405436382436,505
ECG,1405436382440,505
ECG,1405436382444,505
ECG,1405436382448,505
ECG,1405436382452,506
ECG,1405436382447,506
ECG,1405436382451,506
ECG,1405436382455,505
ECG,1405436382459,505
ECG,1405436382463,504
ECG,1405436382467,504
ECG,1405436382471,504
ECG,1405436382475,504
ECG,1405436382479,504
ECG,1405436382483,504
ECG,1405436382487,505
ECG,1405436382491,505
ECG,1405436382495,505
ECG,1405436382499,505
ECG,1405436382503,505
ECG,1405436382507,505
ECG,1405436382511,505
ECG,1405436382515,505
ECG,1405436382519,504
ECG,1405436382523,504
ECG,1405436382527,504
ECG,1405436382531,504
ECG,1405436382535,504
ECG,1405436382539,505
ECG,1405436382543,505
ECG,1405436382547,505
ECG,1405436382551,506
ECG,1405436382555,506
ECG,1405436382559,505
ECG,1405436382563,505
ECG,1405436382567,505
ECG,1405436382571,505
ECG,1405436382575,505
ECG,1405436382579,505
ECG,1405436382583,505
ECG,1405436382587,505
ECG,1405436382591,506
ECG,1405436382595,505
ECG,1405436382599,505
ECG,1405436382603,505
ECG,1405436382607,506
ECG,1405436382611,506
ECG,1405436382615,507
ECG,1405436382619,507
ECG,1405436382623,508
ECG,1405436382627,508
ECG,1405436382631,508
ECG,1405436382635,509
ECG,1405436382639,509
ECG,1405436382643,509
ECG,1405436382647,509
ECG,1405436382651,509
ECG,1405436382655,509
ECG,1405436382659,509
ECG,1405436382663,509
ECG,1405436382667,509
ECG,1405436382671,508
ECG,1405436382675,508
ECG,1405436382679,508
ECG,1405436382683,507
ECG,1405436382687,507
ECG,1405436382691,507
ECG,1405436382695,506
ECG,1405436382699,506
ECG,1405436382703,506
ECG,1405436382707,506
ECG,1405436382711,506
ECG,1405436382715,506
ECG,1405436382719,506
ECG,1405436382723,506
ECG,1405436382727,505
ECG,1405436382731,505
ECG,1405436382735,505
ECG,1405436382739,505
ECG,1405436382743,505
ECG,1405436382747,506
ECG,1405436382751,506
ECG,1405436382755,506
ECG,1405436382759,506
ECG,1405436382763,506
ECG,1405436382767,506
ECG,1405436382771,506
ECG,1405436382775,505
ECG,1405436382779,504
ECG,1405436382783,502
ECG,1405436382787,500
ECG,1405436382791,501
ECG,1405436382795,504
ECG,1405436382799,511
ECG,1405436382803,520
ECG,1405436382807,532
ECG,1405436382811,544
ECG,1405436382815,554
ECG,1405436382819,556
ECG,1405436382823,548
ECG,1405436382827,532
ECG,1405436382831,514
ECG,1405436382835,502
ECG,1405436382839,496
ECG,1405436382843,498
ECG,1405436382847,503
ECG,1405436382851,506
ECG,1405436382855,506
ECG,1405436382859,506
ECG,1405436382863,505
ECG,1405436382867,506
ECG,1405436382871,506
ECG,1405436382875,507
ECG,1405436382879,507
ECG,1405436382883,507
ECG,1405436382887,507
ECG,1405436382891,507
ECG,1405436382895,507
ECG,1405436382899,507
ECG,1405436382903,507
ECG,1405436382907,507
ECG,1405436382911,508
ECG,1405436382915,509
ECG,1405436382919,509
ECG,1405436382923,510
ECG,1405436382927,509
ECG,1405436382931,509
ECG,1405436382935,509
ECG,1405436382939,509
ECG,1405436382943,509
ECG,1405436382947,509
ECG,1405436382946,510
ECG,1405436382950,510
ECG,1405436382954,510
ECG,1405436382958,510
ECG,1405436382962,510
ECG,1405436382966,511
ECG,1405436382970,511
ECG,1405436382974,511
ECG,1405436382978,511
ECG,1405436382982,512
ECG,1405436382986,512
ECG,1405436382990,513
ECG,1405436382994,514
ECG,1405436382998,515
ECG,1405436383002,515
ECG,1405436383006,516
ECG,1405436383010,516
ECG,1405436383014,516
ECG,1405436383018,517
ECG,1405436383022,517
ECG,1405436383026,517
ECG,1405436383030,518
ECG,1405436383034,518
ECG,1405436383038,518
ECG,1405436383042,518
ECG,1405436383046,518
ECG,1405436383050,518
ECG,1405436383054,517
ECG,1405436383058,517
ECG,1405436383062,516
ECG,1405436383066,515
ECG,1405436383070,514
ECG,1405436383074,513
ECG,1405436383078,512
ECG,1405436383082,511
ECG,1405436383086,510
ECG,1405436383090,509
ECG,1405436383094,508
ECG,1405436383098,507
ECG,1405436383102,506
ECG,1405436383106,505
ECG,1405436383110,505
ECG,1405436383114,504
ECG,1405436383118,504
ECG,1405436383122,504
ECG,1405436383126,504
ECG,1405436383130,504
ECG,1405436383134,504
ECG,1405436383138,504
ECG,1405436383142,504
ECG,1405436383146,504
ECG,1405436383150,504
ECG,1405436383154,505
ECG,1405436383158,505
ECG,1405436383162,505
ECG,1405436383166,505
ECG,1405436383170,505
ECG,1405436383174,505
ECG,1405436383178,505
ECG,1405436383182,505
ECG,1405436383186,506
ECG,1405436383190,506
ECG,1405436383194,506
ECG,1405436383216,506
ECG,1405436383220,506
ECG,1405436383224,505
ECG,1405436383228,505
ECG,1405436383232,506
ECG,1405436383236,506
ECG,1405436383240,506
ECG,1405436383244,506
ECG,1405436383248,506
ECG,1405436383252,507
ECG,1405436383256,507
ECG,1405436383260,507
ECG,1405436383264,507
ECG,1405436383268,506
ECG,1405436383272,505
ECG,1405436383276,504
ECG,1405436383280,504
ECG,1405436383284,505
ECG,1405436383288,506
ECG,1405436383292,506
ECG,1405436383296,507
ECG,1405436383300,507
ECG,1405436383304,506
ECG,1405436383308,506
ECG,1405436383312,505
ECG,1405436383316,505
ECG,1405436383320,506
ECG,1405436383324,506
ECG,1405436383328,506
ECG,1405436383332,507
ECG,1405436383336,506
ECG,1405436383340,506
ECG,1405436383344,506
ECG,1405436383348,506
ECG,1405436383352,506
ECG,1405436383356,506
ECG,1405436383360,506
ECG,1405436383364,506
ECG,1405436383368,506
ECG,1405436383372,506
ECG,1405436383376,506
ECG,1405436383380,506
ECG,1405436383384,506
ECG,1405436383388,506
ECG,1405436383392,506
ECG,1405436383396,506
ECG,1405436383400,506
ECG,1405436383404,506
ECG,1405436383408,506
ECG,1405436383412,507
ECG,1405436383416,507
ECG,1405436383420,507
ECG,1405436383424,506
ECG,1405436383428,506
ECG,1405436383432,506
ECG,1405436383436,507
ECG,1405436383440,507
ECG,1405436383444,507
ECG,1405436383448,507
