lon,lat,ele,time,tz_CEST
14.402708,45.966101,296,2015-06-02T14:59:55Z,2015-06-02 16:59:55
14.402633,45.966075,296,2015-06-02T15:01:55Z,2015-06-02 17:01:55
14.402601,45.96606,296,2015-06-02T15:01:56Z,2015-06-02 17:01:56
14.402562,45.966043,296.1,2015-06-02T15:01:57Z,2015-06-02 17:01:57
14.402514,45.966027,296.1,2015-06-02T15:01:58Z,2015-06-02 17:01:58
14.402464,45.966007,296.2,2015-06-02T15:01:59Z,2015-06-02 17:01:59
14.402413,45.965986,296.4,2015-06-02T15:02:00Z,2015-06-02 17:02:00
14.402358,45.965964,296.5,2015-06-02T15:02:01Z,2015-06-02 17:02:01
14.402291,45.965944,296.7,2015-06-02T15:02:02Z,2015-06-02 17:02:02
14.402221,45.965915,297,2015-06-02T15:02:03Z,2015-06-02 17:02:03
14.402161,45.965893,297.2,2015-06-02T15:02:04Z,2015-06-02 17:02:04
14.402086,45.965862,297.7,2015-06-02T15:02:05Z,2015-06-02 17:02:05
14.402021,45.965827,297.9,2015-06-02T15:02:06Z,2015-06-02 17:02:06
14.401952,45.965794,298.1,2015-06-02T15:02:07Z,2015-06-02 17:02:07
14.401887,45.965768,298.2,2015-06-02T15:02:08Z,2015-06-02 17:02:08
14.401814,45.965755,298.2,2015-06-02T15:02:09Z,2015-06-02 17:02:09
14.401736,45.965694,298.7,2015-06-02T15:02:10Z,2015-06-02 17:02:10
14.401655,45.965656,299,2015-06-02T15:02:11Z,2015-06-02 17:02:11
14.401575,45.965637,299,2015-06-02T15:02:12Z,2015-06-02 17:02:12
14.401497,45.965615,299,2015-06-02T15:02:13Z,2015-06-02 17:02:13
14.401416,45.965588,299.2,2015-06-02T15:02:14Z,2015-06-02 17:02:14
14.401334,45.96556,299.3,2015-06-02T15:02:15Z,2015-06-02 17:02:15
14.401258,45.965541,299.4,2015-06-02T15:02:16Z,2015-06-02 17:02:16
14.401168,45.965523,299.9,2015-06-02T15:02:17Z,2015-06-02 17:02:17
14.401088,45.965501,300.4,2015-06-02T15:02:18Z,2015-06-02 17:02:18
14.400995,45.965481,301,2015-06-02T15:02:19Z,2015-06-02 17:02:19
14.400924,45.965464,301.5,2015-06-02T15:02:20Z,2015-06-02 17:02:20
14.40082,45.965437,302.2,2015-06-02T15:02:21Z,2015-06-02 17:02:21
14.400735,45.965439,302.5,2015-06-02T15:02:22Z,2015-06-02 17:02:22
14.400647,45.965436,302.9,2015-06-02T15:02:23Z,2015-06-02 17:02:23
14.400555,45.965427,303.3,2015-06-02T15:02:24Z,2015-06-02 17:02:24
14.400467,45.965422,303.7,2015-06-02T15:02:25Z,2015-06-02 17:02:25
14.400379,45.965418,304.2,2015-06-02T15:02:26Z,2015-06-02 17:02:26
14.400294,45.965413,304.7,2015-06-02T15:02:27Z,2015-06-02 17:02:27
14.400208,45.96541,305.1,2015-06-02T15:02:28Z,2015-06-02 17:02:28
14.400128,45.965403,305.7,2015-06-02T15:02:29Z,2015-06-02 17:02:29
14.400057,45.965393,306.3,2015-06-02T15:02:30Z,2015-06-02 17:02:30
14.399952,45.965393,306.8,2015-06-02T15:02:31Z,2015-06-02 17:02:31
14.399844,45.965401,307.1,2015-06-02T15:02:32Z,2015-06-02 17:02:32
14.399791,45.965416,307,2015-06-02T15:02:33Z,2015-06-02 17:02:33
14.39966,45.965434,307.3,2015-06-02T15:02:34Z,2015-06-02 17:02:34
14.399563,45.965449,307.4,2015-06-02T15:02:35Z,2015-06-02 17:02:35
14.399197,45.965569,305.5,2015-06-02T15:02:39Z,2015-06-02 17:02:39
14.399105,45.965607,304.8,2015-06-02T15:02:40Z,2015-06-02 17:02:40
14.398988,45.96562,304.6,2015-06-02T15:02:41Z,2015-06-02 17:02:41
14.398884,45.965651,304.1,2015-06-02T15:02:42Z,2015-06-02 17:02:42
14.398794,45.965685,303.5,2015-06-02T15:02:43Z,2015-06-02 17:02:43
14.398698,45.965717,302.8,2015-06-02T15:02:44Z,2015-06-02 17:02:44
14.398593,45.965756,301.9,2015-06-02T15:02:45Z,2015-06-02 17:02:45
14.398484,45.965778,301.5,2015-06-02T15:02:46Z,2015-06-02 17:02:46
14.398399,45.965808,300.9,2015-06-02T15:02:47Z,2015-06-02 17:02:47
14.398307,45.965837,300.4,2015-06-02T15:02:48Z,2015-06-02 17:02:48
14.39821,45.965871,300,2015-06-02T15:02:49Z,2015-06-02 17:02:49
14.398127,45.965902,299.6,2015-06-02T15:02:50Z,2015-06-02 17:02:50
14.398047,45.965941,299.2,2015-06-02T15:02:51Z,2015-06-02 17:02:51
14.397972,45.965988,298.7,2015-06-02T15:02:52Z,2015-06-02 17:02:52
14.397861,45.966025,298.2,2015-06-02T15:02:53Z,2015-06-02 17:02:53
14.397767,45.966066,297.5,2015-06-02T15:02:54Z,2015-06-02 17:02:54
14.39769,45.966106,296.8,2015-06-02T15:02:55Z,2015-06-02 17:02:55
14.397597,45.966147,296.2,2015-06-02T15:02:56Z,2015-06-02 17:02:56
14.397501,45.966179,295.6,2015-06-02T15:02:57Z,2015-06-02 17:02:57
14.397449,45.966202,295.3,2015-06-02T15:02:58Z,2015-06-02 17:02:58
14.397319,45.966257,294.5,2015-06-02T15:02:59Z,2015-06-02 17:02:59
14.397227,45.966297,294.2,2015-06-02T15:03:00Z,2015-06-02 17:03:00
14.397126,45.96633,293.8,2015-06-02T15:03:01Z,2015-06-02 17:03:01
14.39704,45.966365,293.5,2015-06-02T15:03:02Z,2015-06-02 17:03:02
14.396946,45.966398,293.1,2015-06-02T15:03:03Z,2015-06-02 17:03:03
14.396859,45.966446,292.8,2015-06-02T15:03:04Z,2015-06-02 17:03:04
14.396764,45.966468,292.4,2015-06-02T15:03:05Z,2015-06-02 17:03:05
14.396673,45.966498,292.1,2015-06-02T15:03:06Z,2015-06-02 17:03:06
14.396612,45.966522,291.9,2015-06-02T15:03:07Z,2015-06-02 17:03:07
14.396512,45.966545,291.6,2015-06-02T15:03:08Z,2015-06-02 17:03:08
14.396471,45.966538,291.5,2015-06-02T15:03:09Z,2015-06-02 17:03:09
14.396216,45.96657,290.8,2015-06-02T15:03:12Z,2015-06-02 17:03:12
14.395858,45.966419,290.2,2015-06-02T15:03:15Z,2015-06-02 17:03:15
14.395819,45.966366,290.2,2015-06-02T15:03:16Z,2015-06-02 17:03:16
14.395767,45.966292,290.2,2015-06-02T15:03:17Z,2015-06-02 17:03:17
14.395733,45.966219,290.2,2015-06-02T15:03:18Z,2015-06-02 17:03:18
14.395705,45.966154,290.3,2015-06-02T15:03:19Z,2015-06-02 17:03:19
14.395684,45.966093,290.5,2015-06-02T15:03:20Z,2015-06-02 17:03:20
14.395659,45.966031,290.6,2015-06-02T15:03:21Z,2015-06-02 17:03:21
14.395625,45.965952,290.7,2015-06-02T15:03:22Z,2015-06-02 17:03:22
14.395603,45.965886,290.9,2015-06-02T15:03:23Z,2015-06-02 17:03:23
14.395574,45.965823,291,2015-06-02T15:03:24Z,2015-06-02 17:03:24
14.395539,45.965765,291.1,2015-06-02T15:03:25Z,2015-06-02 17:03:25
14.395505,45.965705,291.2,2015-06-02T15:03:26Z,2015-06-02 17:03:26
14.395473,45.965638,291.4,2015-06-02T15:03:27Z,2015-06-02 17:03:27
14.395442,45.96558,291.5,2015-06-02T15:03:28Z,2015-06-02 17:03:28
14.39541,45.965516,291.6,2015-06-02T15:03:29Z,2015-06-02 17:03:29
14.395372,45.965454,291.8,2015-06-02T15:03:30Z,2015-06-02 17:03:30
14.395343,45.965408,291.9,2015-06-02T15:03:31Z,2015-06-02 17:03:31
14.395307,45.965342,292.3,2015-06-02T15:03:32Z,2015-06-02 17:03:32
14.395265,45.965271,292.7,2015-06-02T15:03:33Z,2015-06-02 17:03:33
14.395225,45.96521,293,2015-06-02T15:03:34Z,2015-06-02 17:03:34
14.395189,45.965143,293.4,2015-06-02T15:03:35Z,2015-06-02 17:03:35
14.395147,45.965082,293.6,2015-06-02T15:03:36Z,2015-06-02 17:03:36
14.395097,45.965025,293.8,2015-06-02T15:03:37Z,2015-06-02 17:03:37
14.395052,45.964969,293.9,2015-06-02T15:03:38Z,2015-06-02 17:03:38
14.394812,45.964747,293.8,2015-06-02T15:03:42Z,2015-06-02 17:03:42
14.39475,45.964696,293.7,2015-06-02T15:03:43Z,2015-06-02 17:03:43
14.394687,45.964657,293.4,2015-06-02T15:03:44Z,2015-06-02 17:03:44
14.394619,45.964594,293.2,2015-06-02T15:03:45Z,2015-06-02 17:03:45
14.394559,45.964542,293.2,2015-06-02T15:03:46Z,2015-06-02 17:03:46
14.394492,45.964489,293.3,2015-06-02T15:03:47Z,2015-06-02 17:03:47
14.39443,45.964443,293.4,2015-06-02T15:03:48Z,2015-06-02 17:03:48
14.394374,45.964388,293.5,2015-06-02T15:03:49Z,2015-06-02 17:03:49
14.394309,45.964341,293.5,2015-06-02T15:03:50Z,2015-06-02 17:03:50
14.39425,45.964296,293.5,2015-06-02T15:03:51Z,2015-06-02 17:03:51
14.394183,45.964246,293.4,2015-06-02T15:03:52Z,2015-06-02 17:03:52
14.394115,45.964202,293.3,2015-06-02T15:03:53Z,2015-06-02 17:03:53
14.394059,45.964156,293.3,2015-06-02T15:03:54Z,2015-06-02 17:03:54
14.394001,45.964107,293.3,2015-06-02T15:03:55Z,2015-06-02 17:03:55
14.393936,45.964064,293.1,2015-06-02T15:03:56Z,2015-06-02 17:03:56
14.393876,45.96402,293,2015-06-02T15:03:57Z,2015-06-02 17:03:57
14.393833,45.963987,292.9,2015-06-02T15:03:58Z,2015-06-02 17:03:58
14.39377,45.963942,292.8,2015-06-02T15:03:59Z,2015-06-02 17:03:59
14.393704,45.963896,292.9,2015-06-02T15:04:00Z,2015-06-02 17:04:00
14.393577,45.963814,293.3,2015-06-02T15:04:02Z,2015-06-02 17:04:02
14.393498,45.963771,293.6,2015-06-02T15:04:03Z,2015-06-02 17:04:03
14.393425,45.963754,293.6,2015-06-02T15:04:04Z,2015-06-02 17:04:04
14.393313,45.963714,293.7,2015-06-02T15:04:05Z,2015-06-02 17:04:05
14.393198,45.963701,293.6,2015-06-02T15:04:06Z,2015-06-02 17:04:06
14.393112,45.963674,293.7,2015-06-02T15:04:07Z,2015-06-02 17:04:07
14.392999,45.963641,293.7,2015-06-02T15:04:08Z,2015-06-02 17:04:08
14.392906,45.963627,293.7,2015-06-02T15:04:09Z,2015-06-02 17:04:09
14.392791,45.963604,294.4,2015-06-02T15:04:10Z,2015-06-02 17:04:10
14.392701,45.963579,295,2015-06-02T15:04:11Z,2015-06-02 17:04:11
14.392615,45.963552,295.5,2015-06-02T15:04:12Z,2015-06-02 17:04:12
14.392566,45.963532,295.8,2015-06-02T15:04:13Z,2015-06-02 17:04:13
14.392582,45.963497,295.8,2015-06-02T15:04:15Z,2015-06-02 17:04:15
14.392262,45.963292,296.9,2015-06-02T15:04:17Z,2015-06-02 17:04:17
14.392215,45.963276,297,2015-06-02T15:04:18Z,2015-06-02 17:04:18
14.392149,45.963206,296.9,2015-06-02T15:04:19Z,2015-06-02 17:04:19
14.392105,45.963155,296.8,2015-06-02T15:04:20Z,2015-06-02 17:04:20
14.392062,45.96311,296.9,2015-06-02T15:04:21Z,2015-06-02 17:04:21
14.392024,45.963062,297.1,2015-06-02T15:04:22Z,2015-06-02 17:04:22
14.391978,45.96301,297.3,2015-06-02T15:04:23Z,2015-06-02 17:04:23
14.391934,45.962958,297.5,2015-06-02T15:04:24Z,2015-06-02 17:04:24
14.391883,45.96291,297.7,2015-06-02T15:04:25Z,2015-06-02 17:04:25
14.391826,45.962856,298.4,2015-06-02T15:04:26Z,2015-06-02 17:04:26
14.391797,45.962809,298.7,2015-06-02T15:04:27Z,2015-06-02 17:04:27
14.391751,45.962754,299.1,2015-06-02T15:04:28Z,2015-06-02 17:04:28
14.391716,45.962698,299.4,2015-06-02T15:04:29Z,2015-06-02 17:04:29
14.391648,45.962625,299.7,2015-06-02T15:04:30Z,2015-06-02 17:04:30
14.391603,45.962587,299.8,2015-06-02T15:04:31Z,2015-06-02 17:04:31
14.391565,45.962548,299.9,2015-06-02T15:04:32Z,2015-06-02 17:04:32
14.391502,45.962486,299.8,2015-06-02T15:04:33Z,2015-06-02 17:04:33
14.391464,45.96245,299.7,2015-06-02T15:04:34Z,2015-06-02 17:04:34
14.391389,45.962398,299.4,2015-06-02T15:04:35Z,2015-06-02 17:04:35
14.39132,45.962357,299.1,2015-06-02T15:04:36Z,2015-06-02 17:04:36
14.391247,45.962325,298.7,2015-06-02T15:04:37Z,2015-06-02 17:04:37
14.391186,45.962302,298.6,2015-06-02T15:04:38Z,2015-06-02 17:04:38
14.390871,45.962145,296.8,2015-06-02T15:04:42Z,2015-06-02 17:04:42
14.390813,45.962099,296.1,2015-06-02T15:04:43Z,2015-06-02 17:04:43
14.390754,45.962036,295.7,2015-06-02T15:04:44Z,2015-06-02 17:04:44
14.390699,45.961968,295.3,2015-06-02T15:04:45Z,2015-06-02 17:04:45
14.390728,45.962001,295.5,2015-06-02T15:04:46Z,2015-06-02 17:04:46
14.390513,45.961777,293.7,2015-06-02T15:04:49Z,2015-06-02 17:04:49
14.390484,45.961712,293.2,2015-06-02T15:04:50Z,2015-06-02 17:04:50
14.390458,45.961623,292.5,2015-06-02T15:04:51Z,2015-06-02 17:04:51
14.390419,45.96134,290.6,2015-06-02T15:04:55Z,2015-06-02 17:04:55
14.390436,45.961078,290,2015-06-02T15:04:58Z,2015-06-02 17:04:58
14.390445,45.960992,290,2015-06-02T15:04:59Z,2015-06-02 17:04:59
14.390456,45.960914,290.1,2015-06-02T15:05:00Z,2015-06-02 17:05:00
14.390485,45.96068,290.3,2015-06-02T15:05:03Z,2015-06-02 17:05:03
14.390503,45.960577,290.5,2015-06-02T15:05:04Z,2015-06-02 17:05:04
14.390516,45.960503,290.7,2015-06-02T15:05:05Z,2015-06-02 17:05:05
14.390524,45.960429,290.8,2015-06-02T15:05:06Z,2015-06-02 17:05:06
14.390525,45.960343,291,2015-06-02T15:05:07Z,2015-06-02 17:05:07
14.390529,45.960268,291.3,2015-06-02T15:05:08Z,2015-06-02 17:05:08
14.390543,45.960195,291.8,2015-06-02T15:05:09Z,2015-06-02 17:05:09
14.390541,45.960115,292,2015-06-02T15:05:10Z,2015-06-02 17:05:10
14.390555,45.960045,292.5,2015-06-02T15:05:11Z,2015-06-02 17:05:11
14.390566,45.959969,293,2015-06-02T15:05:12Z,2015-06-02 17:05:12
14.390554,45.959885,293,2015-06-02T15:05:13Z,2015-06-02 17:05:13
14.390537,45.959797,292.9,2015-06-02T15:05:14Z,2015-06-02 17:05:14
14.390521,45.959721,292.8,2015-06-02T15:05:15Z,2015-06-02 17:05:15
14.39049,45.959649,292.4,2015-06-02T15:05:16Z,2015-06-02 17:05:16
14.390473,45.959578,292.2,2015-06-02T15:05:17Z,2015-06-02 17:05:17
14.390449,45.959512,292,2015-06-02T15:05:18Z,2015-06-02 17:05:18
14.390418,45.959448,291.5,2015-06-02T15:05:19Z,2015-06-02 17:05:19
14.390378,45.959365,291.6,2015-06-02T15:05:20Z,2015-06-02 17:05:20
14.390349,45.959289,291.7,2015-06-02T15:05:21Z,2015-06-02 17:05:21
14.390318,45.959214,291.8,2015-06-02T15:05:22Z,2015-06-02 17:05:22
14.390287,45.959148,291.9,2015-06-02T15:05:23Z,2015-06-02 17:05:23
14.390248,45.959064,291.9,2015-06-02T15:05:24Z,2015-06-02 17:05:24
14.39022,45.958982,292.1,2015-06-02T15:05:25Z,2015-06-02 17:05:25
14.390191,45.958912,292.1,2015-06-02T15:05:26Z,2015-06-02 17:05:26
14.390168,45.958828,292.3,2015-06-02T15:05:27Z,2015-06-02 17:05:27
14.390128,45.958762,292.2,2015-06-02T15:05:28Z,2015-06-02 17:05:28
14.390094,45.958694,292.4,2015-06-02T15:05:29Z,2015-06-02 17:05:29
14.390055,45.958627,292.6,2015-06-02T15:05:30Z,2015-06-02 17:05:30
14.390021,45.958555,292.8,2015-06-02T15:05:31Z,2015-06-02 17:05:31
14.389993,45.958493,293,2015-06-02T15:05:32Z,2015-06-02 17:05:32
14.389955,45.958416,293.1,2015-06-02T15:05:33Z,2015-06-02 17:05:33
14.389927,45.958344,293.3,2015-06-02T15:05:34Z,2015-06-02 17:05:34
14.389885,45.958277,293.3,2015-06-02T15:05:35Z,2015-06-02 17:05:35
14.389844,45.958199,293.4,2015-06-02T15:05:36Z,2015-06-02 17:05:36
14.389803,45.958128,293.3,2015-06-02T15:05:37Z,2015-06-02 17:05:37
14.389762,45.958048,293.3,2015-06-02T15:05:38Z,2015-06-02 17:05:38
14.389714,45.957968,293.2,2015-06-02T15:05:39Z,2015-06-02 17:05:39
14.389669,45.957907,293,2015-06-02T15:05:40Z,2015-06-02 17:05:40
14.389628,45.957832,293.5,2015-06-02T15:05:41Z,2015-06-02 17:05:41
14.389584,45.957763,293.9,2015-06-02T15:05:42Z,2015-06-02 17:05:42
14.389537,45.957699,294.4,2015-06-02T15:05:43Z,2015-06-02 17:05:43
14.389487,45.957628,294.9,2015-06-02T15:05:44Z,2015-06-02 17:05:44
14.38943,45.957553,295.3,2015-06-02T15:05:45Z,2015-06-02 17:05:45
14.389381,45.957481,295.6,2015-06-02T15:05:46Z,2015-06-02 17:05:46
14.389325,45.957402,295.8,2015-06-02T15:05:47Z,2015-06-02 17:05:47
14.389277,45.957333,296,2015-06-02T15:05:48Z,2015-06-02 17:05:48
14.389209,45.957273,295.7,2015-06-02T15:05:49Z,2015-06-02 17:05:49
14.389148,45.957206,295.5,2015-06-02T15:05:50Z,2015-06-02 17:05:50
14.389096,45.957143,295.2,2015-06-02T15:05:51Z,2015-06-02 17:05:51
14.389041,45.957067,295.1,2015-06-02T15:05:52Z,2015-06-02 17:05:52
14.388992,45.956989,295.7,2015-06-02T15:05:53Z,2015-06-02 17:05:53
14.388932,45.956922,296,2015-06-02T15:05:54Z,2015-06-02 17:05:54
14.388878,45.956858,296.3,2015-06-02T15:05:55Z,2015-06-02 17:05:55
14.388825,45.956779,296.8,2015-06-02T15:05:56Z,2015-06-02 17:05:56
14.388768,45.956716,297,2015-06-02T15:05:57Z,2015-06-02 17:05:57
14.388717,45.956638,297.6,2015-06-02T15:05:58Z,2015-06-02 17:05:58
14.388659,45.956576,298,2015-06-02T15:05:59Z,2015-06-02 17:05:59
14.388596,45.956509,298.3,2015-06-02T15:06:00Z,2015-06-02 17:06:00
14.38853,45.956455,298.4,2015-06-02T15:06:01Z,2015-06-02 17:06:01
14.388468,45.956394,298.4,2015-06-02T15:06:02Z,2015-06-02 17:06:02
14.388408,45.956328,298.5,2015-06-02T15:06:03Z,2015-06-02 17:06:03
14.388342,45.956265,298.4,2015-06-02T15:06:04Z,2015-06-02 17:06:04
14.388277,45.956212,298.9,2015-06-02T15:06:05Z,2015-06-02 17:06:05
14.388214,45.956158,299.6,2015-06-02T15:06:06Z,2015-06-02 17:06:06
14.388148,45.9561,300.5,2015-06-02T15:06:07Z,2015-06-02 17:06:07
14.388085,45.956049,301.2,2015-06-02T15:06:08Z,2015-06-02 17:06:08
14.388019,45.955993,302,2015-06-02T15:06:09Z,2015-06-02 17:06:09
14.387945,45.955939,302.7,2015-06-02T15:06:10Z,2015-06-02 17:06:10
14.387868,45.95589,303.4,2015-06-02T15:06:11Z,2015-06-02 17:06:11
14.38779,45.955839,304.2,2015-06-02T15:06:12Z,2015-06-02 17:06:12
14.387708,45.95579,304.8,2015-06-02T15:06:13Z,2015-06-02 17:06:13
14.387627,45.955739,305.4,2015-06-02T15:06:14Z,2015-06-02 17:06:14
14.387549,45.955693,305.7,2015-06-02T15:06:15Z,2015-06-02 17:06:15
14.387463,45.955628,306.4,2015-06-02T15:06:16Z,2015-06-02 17:06:16
14.387379,45.955585,306.4,2015-06-02T15:06:17Z,2015-06-02 17:06:17
14.387288,45.955543,306.2,2015-06-02T15:06:18Z,2015-06-02 17:06:18
14.387207,45.955514,305.8,2015-06-02T15:06:19Z,2015-06-02 17:06:19
14.387097,45.955492,304.7,2015-06-02T15:06:20Z,2015-06-02 17:06:20
14.387007,45.955463,304.1,2015-06-02T15:06:21Z,2015-06-02 17:06:21
14.386908,45.955432,303.2,2015-06-02T15:06:22Z,2015-06-02 17:06:22
14.386815,45.955412,302.3,2015-06-02T15:06:23Z,2015-06-02 17:06:23
14.386726,45.955383,302,2015-06-02T15:06:24Z,2015-06-02 17:06:24
14.386632,45.955344,301.8,2015-06-02T15:06:25Z,2015-06-02 17:06:25
14.386543,45.955326,300.9,2015-06-02T15:06:26Z,2015-06-02 17:06:26
14.386452,45.955292,300.4,2015-06-02T15:06:27Z,2015-06-02 17:06:27
14.386367,45.955258,300,2015-06-02T15:06:28Z,2015-06-02 17:06:28
14.386277,45.955227,299.2,2015-06-02T15:06:29Z,2015-06-02 17:06:29
14.386185,45.955184,299.4,2015-06-02T15:06:30Z,2015-06-02 17:06:30
14.386132,45.955154,299.7,2015-06-02T15:06:31Z,2015-06-02 17:06:31
14.386039,45.955104,300,2015-06-02T15:06:32Z,2015-06-02 17:06:32
14.38597,45.955054,300.4,2015-06-02T15:06:33Z,2015-06-02 17:06:33
14.385899,45.955008,300.6,2015-06-02T15:06:34Z,2015-06-02 17:06:34
14.38583,45.954963,300.6,2015-06-02T15:06:35Z,2015-06-02 17:06:35
14.385756,45.954911,300.5,2015-06-02T15:06:36Z,2015-06-02 17:06:36
14.385695,45.954866,300.4,2015-06-02T15:06:37Z,2015-06-02 17:06:37
14.385621,45.954803,300.2,2015-06-02T15:06:38Z,2015-06-02 17:06:38
14.385554,45.954742,299.9,2015-06-02T15:06:39Z,2015-06-02 17:06:39
14.385492,45.954697,299.3,2015-06-02T15:06:40Z,2015-06-02 17:06:40
14.385429,45.954642,298.7,2015-06-02T15:06:41Z,2015-06-02 17:06:41
14.385357,45.954578,298.7,2015-06-02T15:06:42Z,2015-06-02 17:06:42
14.385287,45.95453,299.2,2015-06-02T15:06:43Z,2015-06-02 17:06:43
14.385218,45.954474,299.8,2015-06-02T15:06:44Z,2015-06-02 17:06:44
14.385156,45.954414,300.5,2015-06-02T15:06:45Z,2015-06-02 17:06:45
14.38508,45.954352,301.1,2015-06-02T15:06:46Z,2015-06-02 17:06:46
14.385009,45.954302,301.3,2015-06-02T15:06:47Z,2015-06-02 17:06:47
14.384934,45.954266,301.2,2015-06-02T15:06:48Z,2015-06-02 17:06:48
14.384863,45.954218,301.3,2015-06-02T15:06:49Z,2015-06-02 17:06:49
14.384788,45.954181,301.1,2015-06-02T15:06:50Z,2015-06-02 17:06:50
14.384717,45.954135,301,2015-06-02T15:06:51Z,2015-06-02 17:06:51
14.384655,45.954098,300.9,2015-06-02T15:06:52Z,2015-06-02 17:06:52
14.384497,45.953931,301.5,2015-06-02T15:06:55Z,2015-06-02 17:06:55
14.384252,45.953806,300.4,2015-06-02T15:06:58Z,2015-06-02 17:06:58
14.384182,45.953769,300,2015-06-02T15:06:59Z,2015-06-02 17:06:59
14.384101,45.953729,299.7,2015-06-02T15:07:00Z,2015-06-02 17:07:00
14.384032,45.953699,299.5,2015-06-02T15:07:01Z,2015-06-02 17:07:01
14.383962,45.95365,299.7,2015-06-02T15:07:02Z,2015-06-02 17:07:02
14.383894,45.953604,299.9,2015-06-02T15:07:03Z,2015-06-02 17:07:03
14.383837,45.953576,299.8,2015-06-02T15:07:04Z,2015-06-02 17:07:04
14.383759,45.953518,300.1,2015-06-02T15:07:05Z,2015-06-02 17:07:05
14.383706,45.953482,300.5,2015-06-02T15:07:06Z,2015-06-02 17:07:06
14.383537,45.953323,302.4,2015-06-02T15:07:09Z,2015-06-02 17:07:09
14.383335,45.953258,301.9,2015-06-02T15:07:11Z,2015-06-02 17:07:11
14.383167,45.953174,301.7,2015-06-02T15:07:13Z,2015-06-02 17:07:13
14.382863,45.953122,299.6,2015-06-02T15:07:16Z,2015-06-02 17:07:16
14.382757,45.953117,298.9,2015-06-02T15:07:17Z,2015-06-02 17:07:17
14.38266,45.95311,298.3,2015-06-02T15:07:18Z,2015-06-02 17:07:18
14.382584,45.953111,297.7,2015-06-02T15:07:19Z,2015-06-02 17:07:19
14.382497,45.953108,297,2015-06-02T15:07:20Z,2015-06-02 17:07:20
14.382396,45.953091,296.4,2015-06-02T15:07:21Z,2015-06-02 17:07:21
14.382288,45.953077,295.7,2015-06-02T15:07:22Z,2015-06-02 17:07:22
14.382239,45.953069,295.3,2015-06-02T15:07:23Z,2015-06-02 17:07:23
14.382107,45.953026,294.5,2015-06-02T15:07:24Z,2015-06-02 17:07:24
14.382029,45.952996,294.3,2015-06-02T15:07:25Z,2015-06-02 17:07:25
14.381969,45.952965,294.2,2015-06-02T15:07:26Z,2015-06-02 17:07:26
14.381888,45.95291,294.1,2015-06-02T15:07:27Z,2015-06-02 17:07:27
14.381829,45.952874,294.3,2015-06-02T15:07:28Z,2015-06-02 17:07:28
14.381756,45.952828,294.4,2015-06-02T15:07:29Z,2015-06-02 17:07:29
14.381684,45.952791,294.4,2015-06-02T15:07:30Z,2015-06-02 17:07:30
14.381611,45.952738,294.5,2015-06-02T15:07:31Z,2015-06-02 17:07:31
14.381542,45.952694,294.4,2015-06-02T15:07:32Z,2015-06-02 17:07:32
14.38147,45.95265,294.2,2015-06-02T15:07:33Z,2015-06-02 17:07:33
14.381392,45.952602,294,2015-06-02T15:07:34Z,2015-06-02 17:07:34
14.38132,45.95257,293.7,2015-06-02T15:07:35Z,2015-06-02 17:07:35
14.381237,45.952508,293.4,2015-06-02T15:07:36Z,2015-06-02 17:07:36
14.381167,45.952456,293.5,2015-06-02T15:07:37Z,2015-06-02 17:07:37
14.381086,45.952421,293.4,2015-06-02T15:07:38Z,2015-06-02 17:07:38
14.381011,45.952368,293.4,2015-06-02T15:07:39Z,2015-06-02 17:07:39
14.380932,45.95232,293.4,2015-06-02T15:07:40Z,2015-06-02 17:07:40
14.380853,45.952284,293.2,2015-06-02T15:07:41Z,2015-06-02 17:07:41
14.380777,45.952241,293.1,2015-06-02T15:07:42Z,2015-06-02 17:07:42
14.380692,45.952196,292.9,2015-06-02T15:07:43Z,2015-06-02 17:07:43
14.380617,45.952156,292.7,2015-06-02T15:07:44Z,2015-06-02 17:07:44
14.380532,45.952115,292.5,2015-06-02T15:07:45Z,2015-06-02 17:07:45
14.380461,45.952072,292.3,2015-06-02T15:07:46Z,2015-06-02 17:07:46
14.380387,45.952032,292.4,2015-06-02T15:07:47Z,2015-06-02 17:07:47
14.380316,45.951979,292.9,2015-06-02T15:07:48Z,2015-06-02 17:07:48
14.380231,45.951926,293.3,2015-06-02T15:07:49Z,2015-06-02 17:07:49
14.380163,45.951893,293.6,2015-06-02T15:07:50Z,2015-06-02 17:07:50
14.380082,45.95185,293.8,2015-06-02T15:07:51Z,2015-06-02 17:07:51
14.380004,45.951807,294,2015-06-02T15:07:52Z,2015-06-02 17:07:52
14.379921,45.951771,294.1,2015-06-02T15:07:53Z,2015-06-02 17:07:53
14.379849,45.951722,294.1,2015-06-02T15:07:54Z,2015-06-02 17:07:54
14.379783,45.951668,294.1,2015-06-02T15:07:55Z,2015-06-02 17:07:55
14.379703,45.951631,294,2015-06-02T15:07:56Z,2015-06-02 17:07:56
14.379625,45.951585,293.9,2015-06-02T15:07:57Z,2015-06-02 17:07:57
14.37955,45.951552,293.8,2015-06-02T15:07:58Z,2015-06-02 17:07:58
14.379478,45.95151,293.9,2015-06-02T15:07:59Z,2015-06-02 17:07:59
14.379407,45.951467,293.8,2015-06-02T15:08:00Z,2015-06-02 17:08:00
14.379327,45.951427,293.7,2015-06-02T15:08:01Z,2015-06-02 17:08:01
14.379241,45.951395,293.6,2015-06-02T15:08:02Z,2015-06-02 17:08:02
